pl_name,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_ratdor,pl_ratror,st_spectype,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,pl_class
Kepler-1342 b,1,1,2.21571036,0.0313,1.66,0.148,3.39,0.0107,M-R relationship,4.07,0,559.27,1283,82.3,8.9,0.01669,,5527,0.9,0.93,0.03,-0.261,4.51,4.37,2.72102,890.724,15.726,13.531,15.3835,Super Earth
Kepler-1343 b,1,1,3.35183158,0.0449,1.93,0.172,4.38,0.0138,M-R relationship,3.35,0,1021.9,1294,89.6,13.08,0.01914,,5759,0.93,0.95,-0.16,0.195,4.48,3.98,3.86246,1756.71,15.617,13.989,15.5297,Super Earth
Kepler-1344 b,1,1,4.7683049,0.0568,1.84,0.164,4.04,0.0127,M-R relationship,3.56,0,425.17,1219,89.03,11.373,0.01466,,5981,1.13,1.09,0.06,0.146,4.37,3.63,1.22394,853.959,14.192,12.633,14.0269,Super Earth
Kepler-1346 b,1,1,3.40165668,0.044,1.58,0.141,3.12,0.00982,M-R relationship,4.35,0,545.58,1236,81.42,14.24,0.01205,,6133,1.21,1.14,0.04,-0.008,4.33,3.09,4.71885,843.701,14.625,13.107,14.462,Super Earth
Kepler-1347 b,1,1,14.00947528,0.104,1.03,0.092,1.08,0.0034,M-R relationship,5.43,0,34.32,617,89.5,31.74,0.01184,,5193,0.79,0.82,-0.11,-0.388,4.57,5.62,3.08057,321,13.557,11.486,13.4122,Super Earth
Kepler-1348 b,1,1,27.5722742,0.1834,1.94,0.173,4.42,0.0139,M-R relationship,3.33,0,49.66,636,89.05,33.9,0.01693,,5911,1.04,1.04,-0.01,0.204,4.42,3.72,0.98819,1213.82,14.871,13.242,14.6789,Super Earth
Kepler-1349 b,1,1,2.12823928,0.0341,0.7,0.062,0.271,0.00085,M-R relationship,4.34,0,1862.33,1668,88.92,4.975,0.00464,,6086,1.28,1.16,0.03,0.343,4.29,2.88,0.48407,276.323,11.209,9.761,11.0821,Terrestrial
Kepler-135 b,1,2,6.00253,0.067,1.81,0.161,3.93,0.0124,M-R relationship,3.64,0,496.68,1209,79.39,11.834,0.01317,,6090,1.27,1.25,-0.105,0.448,4.27,2.62,0.41241,621.855,12.794,11.456,12.6789,Super Earth
Kepler-135 c,1,2,11.448708,0.103,1.16,0.103,1.65,0.00521,M-R relationship,5.81,0,209.97,975,85.42,15.4,0.00807,,6090,1.27,1.25,-0.105,0.448,4.27,2.62,0.41241,621.855,12.794,11.456,12.6789,Super Earth
Kepler-1350 c,1,2,1.76678906,0.0222,1.73,0.154,3.64,0.0115,M-R relationship,3.86,0,94.05,730,89.64,10.402,0.03045,,3827,0.53,0.55,-0.06,-1.283,4.74,4.57,4.9823,340.691,16.577,13.122,16.2331,Super Earth
Kepler-1351 b,1,1,0.91614077,0.0156,0.65,0.058,0.208,0.00065,M-R relationship,4.16,0,421.96,1212,87.78,6.16,0.00897,,4439,0.67,0.7,-0.03,-0.983,4.64,4.17,4.81851,202.782,14.328,11.47,14.0866,Terrestrial
Kepler-1352 b,1,1,1.87788275,0.03,0.89,0.079,0.64,0.00201,M-R relationship,4.99,0,1892.59,1701,87.58,6.229,0.00654,,6118,1.16,1.11,0,0.263,4.35,3.16,0.71771,670.829,13.338,11.919,13.2495,Terrestrial
Kepler-1353 b,1,1,24.7543966,0.153,1.8,0.161,3.89,0.0123,M-R relationship,3.67,0,10.77,491,89.01,22.3,0.02309,,4776,0.72,0.76,-0.06,-0.615,4.61,4.68,3.04244,593.384,15.734,13.141,15.5059,Super Earth
Kepler-1355 b,1,1,1.28958811,0.0224,1.46,0.13,2.73,0.00859,M-R relationship,4.82,0,944.87,1448,86.63,6.53,0.01569,,5352,0.83,0.88,-0.04,-0.329,4.55,4.27,3.16032,911.269,15.595,13.748,15.452,Super Earth
Kepler-1356 b,1,1,0.63400294,0.0136,1.53,0.136,2.96,0.0093,M-R relationship,4.54,0,1966.06,1714,85.82,5.25,0.01772,,5106,0.78,0.82,-0.02,-0.486,4.58,4.9,6.80724,845.228,15.887,13.734,15.7195,Super Earth
Kepler-1357 b,1,1,3.0091324,0.041,1.28,0.114,2.18,0.00687,M-R relationship,5.71,0,449.98,1177,89.95,10.461,0.01288,,5597,0.9,0.93,-0.06,-0.146,4.5,4.57,2.16164,1015.69,15.322,13.612,15.2205,Super Earth
Kepler-1358 b,1,1,7.06317341,0.0656,1.12,0.1,1.46,0.00459,M-R relationship,5.71,0,98.83,827,88.31,11.3,0.01301,,5181,0.79,0.82,-0.08,-0.413,4.57,5.13,3.96348,546.998,14.693,12.656,14.5403,Super Earth
Kepler-136 b,2,2,11.5789,0.106,2.05,0.183,19.8,0.062,Mass,12.6,0,257.98,951,89.33,22.5,0.01446,,6165,1.35,1.2,0,0.467,4.24,2.75,0.50562,420.818,11.822,10.519,11.7544,Super Earth
Kepler-136 c,2,2,16.399235,0.133,1.99,0.178,4.62,0.0145,M-R relationship,3.22,0,162.04,847,89.82,36.73,0.01389,,6165,1.35,1.2,0,0.467,4.24,2.75,0.50562,420.818,11.822,10.519,11.7544,Super Earth
Kepler-1361 b,1,1,3.57554956,0.0431,0.86,0.077,0.566,0.00178,M-R relationship,4.89,0,186.07,1061,87.45,10.38,0.00999,,5131,0.79,0.83,0,-0.437,4.57,4.9,1.65693,389.143,14.096,11.98,13.9169,Terrestrial
Kepler-1363 b,1,1,2.94194094,0.0363,1.25,0.112,2.1,0.0066,M-R relationship,5.91,0,191.92,988,89.85,11.24,0.01557,,4839,0.72,0.76,-0.09,-0.626,4.61,4.17,3.10018,541.714,15.454,12.959,15.2923,Super Earth
Kepler-1365 b,1,2,7.69993485,0.075,0.92,0.082,0.721,0.00227,M-R relationship,5.09,0,456.25,969,89.92,13.38,0.00783,,5770,1.05,1,0.03,0.425,4.39,6.03,0.28483,840.128,13.417,11.857,13.3798,Terrestrial
Kepler-1365 c,1,2,4.77468005,0.0545,0.8,0.071,0.437,0.00137,M-R relationship,4.69,0,864.04,1137,89.82,9.667,0.00653,,5770,1.05,1,0.03,0.425,4.39,6.03,0.28483,840.128,13.417,11.857,13.3798,Terrestrial
Kepler-1366 b,1,1,2.16457097,0.0273,1.43,0.128,2.63,0.00829,M-R relationship,4.94,0,134.98,783,88.44,12.17,0.02172,,4070,0.6,0.62,-0.02,-0.996,4.68,3.98,2.87389,465.826,16.685,12.961,15.8887,Super Earth
Kepler-1367 b,1,1,1.57409027,0.0236,0.92,0.082,0.721,0.00227,M-R relationship,5.09,0,225.23,998,89.48,7.6,0.0143,,4106,0.6,0.62,-0.06,-0.905,4.68,3.89,3.35551,401.484,16.012,12.704,15.5576,Terrestrial
Kepler-1368 b,1,1,0.67564949,0.0153,1.65,0.147,3.36,0.0106,M-R relationship,4.11,0,4849.26,2085,89.41,2.923,0.0137,,5906,1.08,1.07,0.1,0.051,4.4,3.47,0.7641,1635.82,15.914,14.388,15.8729,Super Earth
Kepler-137 b,1,2,8.436387,0.077,1.47,0.131,2.76,0.00869,M-R relationship,4.77,0,86.33,742,88.33,13.6,0.0188,,5187,0.8,0.91,-0.02,-0.292,4.55,4.27,2.00607,302.979,13.063,11.165,12.9414,Super Earth
Kepler-137 c,1,2,18.735753,0.13,1.88,0.168,4.19,0.0132,M-R relationship,3.47,0,29.77,568,88.55,33,0.02416,,5187,0.8,0.91,-0.02,-0.292,4.55,4.27,2.00607,302.979,13.063,11.165,12.9414,Super Earth
Kepler-1370 b,1,2,20.2641684,0.1495,1.84,0.164,4.04,0.0127,M-R relationship,3.56,0,132.59,770,86.42,36.46,0.01272,,6202,1.29,1.19,0.05,0.458,4.29,2.88,2.23359,1004.1,13.718,12.349,13.6743,Super Earth
Kepler-1370 c,1,2,7.44142113,0.0767,1.27,0.113,2.15,0.00678,M-R relationship,5.77,0,503.72,1075,82.53,12.12,0.00863,,6202,1.29,1.19,0.05,0.458,4.29,2.88,0.60786,1004.1,13.718,12.349,13.6743,Super Earth
Kepler-1371 b,1,2,3.4462039,0.0393,0.73,0.065,0.315,0.00099,M-R relationship,4.45,0,414.76,1015,85.56,13.05,0.00818,,5361,0.83,0.87,-0.07,-0.198,4.55,4.37,3.54402,515.334,14.018,12.052,13.8344,Terrestrial
Kepler-1371 c,1,2,2.00541269,0.0274,0.64,0.057,0.196,0.00062,M-R relationship,4.11,0,853.27,1216,77.66,8.43,0.00676,,5361,0.83,0.87,-0.07,-0.198,4.55,4.37,2.81947,515.334,14.018,12.052,13.8344,Terrestrial
Kepler-1372 b,1,1,1.31155557,0.024,1.27,0.113,2.15,0.00678,M-R relationship,5.77,0,2176.36,1655,87.6,5.189,0.012,,5677,0.97,0.98,0.05,0.012,4.46,5.01,1.37652,1303.22,15.667,13.718,15.3493,Super Earth
Kepler-1373 b,1,1,1.29123275,0.0242,1.16,0.103,1.65,0.00521,M-R relationship,5.81,0,10436.6,1887,87.84,5.04,0.00776,,6299,1.33,1.22,0.03,0.774,4.27,2.51,1.38072,1699.46,14.328,12.789,14.0717,Super Earth
Kepler-1375 b,1,1,3.3004192,0.0471,1.74,0.155,3.68,0.0116,M-R relationship,3.84,0,2948.36,1543,89.92,5.732,0.00918,,6704,1.78,1.47,0.09,0.822,4.11,1.66,0.29134,1430.84,13.864,12.362,13.7103,Super Earth
Kepler-1376 b,1,1,5.30880656,0.0598,1.05,0.094,1.16,0.00364,M-R relationship,5.51,0,278.9,1042,89.26,13.579,0.0103,,5659,0.97,0.98,0.07,-0.071,4.46,4.68,1.68058,868.056,14.792,13.072,14.6721,Super Earth
Kepler-1377 b,1,1,0.74092842,0.0153,1.25,0.112,2.1,0.0066,M-R relationship,5.91,0,2909.21,1873,87.91,5.561,0.0138,,5218,0.82,0.86,0.05,-0.293,4.55,5.01,4.41831,1146.1,15.857,13.984,15.8887,Super Earth
Kepler-1379 b,1,1,0.88184115,0.0171,1.3,0.116,2.24,0.00705,M-R relationship,5.6,0,1600.05,1564,84.47,5.221,0.01505,,5188,0.79,0.83,-0.04,-0.403,4.57,5.01,2.5447,971.325,16.107,13.8,15.8526,Super Earth
Kepler-138 b,1,4,10.3134,0.0753,0.64,0.057,0.07,0.00022,Mass,1.7,0.02,9.9,452,88.67,30.3,0.0108,M1 V,3841,0.54,0.54,-0.18,-1.252,4.71,4.68,4.9,66.8624,13.04,9.506,12.4715,Terrestrial
Kepler-138 c,1,4,13.7815,0.0913,1.51,0.135,2.3,0.00724,Mass,3.6,0.017,6.8,410,89.02,37,0.02433,M1 V,3841,0.54,0.54,-0.18,-1.252,4.71,4.68,4.9,66.8624,13.04,9.506,12.4715,Super Earth
Kepler-138 d,1,4,23.0923,0.1288,1.51,0.135,2.1,0.00661,Mass,3.6,0.01,3.4,345,89.04,51.8,0.02258,M1 V,3841,0.54,0.54,-0.18,-1.252,4.71,4.68,4.9,66.8624,13.04,9.506,12.4715,Super Earth
Kepler-138 e,1,4,38.23,0.1803,0.797,0.071,0.43,0.00135,Mass,4.67,0.112,1.73,292,88.53,73,,M1 V,3841,0.54,0.54,-0.18,-1.252,4.71,4.68,4.9,66.8624,13.04,9.506,12.4715,Terrestrial
Kepler-1380 b,1,1,10.3108245,0.0917,1.43,0.128,2.63,0.00829,M-R relationship,4.94,0,90.1,786,89.47,14.1,0.01376,,5570,0.94,0.96,0.1,0.473,4.48,4.79,0.48821,2462.94,15.816,13.883,15.6136,Super Earth
Kepler-1382 b,1,1,16.3583055,0.1404,1.88,0.168,4.19,0.0132,M-R relationship,3.47,0,198.47,959,81.83,12.77,0.00985,,6161,1.72,1.36,0.3,0.572,4.1,2.75,0.14721,738.261,12.857,11.359,12.7575,Super Earth
Kepler-1383 b,1,1,13.9093583,0.1179,1.41,0.126,2.57,0.00809,M-R relationship,5.04,0,231.4,928,89.52,15.715,0.00886,,6370,1.44,1.26,0.03,0.568,4.23,2.24,0.37945,1027.21,13.832,12.319,13.7077,Super Earth
Kepler-1384 b,1,1,15.36262753,0.1126,1.94,0.173,4.42,0.0139,M-R relationship,3.33,0,32.23,608,89.54,31.05,0.02379,,4919,0.74,0.78,-0.06,-0.539,4.6,4.57,2.40021,618,15.7578,13.074,15.446,Super Earth
Kepler-1385 b,1,1,2.88879862,0.0415,0.85,0.076,0.543,0.00171,M-R relationship,4.86,0,1591.48,1423,88.09,7.4,0.00588,,5732,1.29,1.15,0.41,0.45,4.27,4.37,0.23462,688.795,12.947,11.361,12.8443,Terrestrial
Kepler-1386 b,1,1,6.73972381,0.068,1.24,0.111,2.07,0.00651,M-R relationship,5.97,0,196.53,1011,85.98,12.6,0.01074,,5733,1.03,1.02,0.11,0.009,4.41,5.01,0.83219,835.882,14.597,12.87,14.4168,Super Earth
Kepler-1387 b,1,1,2.27952666,0.031,0.93,0.083,0.749,0.00236,M-R relationship,5.12,0,300.31,1123,89.83,10.87,0.01066,,5046,0.77,0.82,0.02,-0.56,4.58,4.37,4.67079,455.358,14.727,12.514,14.5804,Terrestrial
Kepler-1389 b,1,1,99.2530951,0.3869,1.77,0.158,3.78,0.0119,M-R relationship,3.75,0,1.87,300,88.71,42.1,0.02153,K,5078,0.74,0.81,-0.14,-0.534,4.61,2.09,2.61033,497.093,14.896,12.696,14.6836,Super Earth
Kepler-1390 b,1,1,6.48021673,0.0662,1.18,0.105,1.76,0.00553,M-R relationship,5.89,0,171.13,934,86.12,15.2,0.01067,,5753,0.98,0.98,-0.01,-0.1,4.45,4.47,1.58258,723.431,14.558,12.764,14.4022,Super Earth
Kepler-1391 b,1,1,54.4092333,0.2768,1.68,0.15,3.46,0.0109,M-R relationship,4.01,0,33.34,513,89.8,44.65,0.01393,,5840,1.1,1.03,0.04,0.439,4.36,5.5,0.56867,1038.35,13.906,12.366,13.8283,Super Earth
Kepler-1392 b,1,1,15.1410397,0.1189,1.96,0.175,4.5,0.0142,M-R relationship,3.28,0,61.42,714,89.71,27.49,0.02108,,5479,0.85,0.88,-0.11,-0.231,4.53,4.68,1.59423,1117,15.963,13.939,15.6665,Super Earth
Kepler-1393 b,1,1,2.44357812,0.0337,0.8,0.071,0.437,0.00137,M-R relationship,4.69,0,574.37,1249,88.5,9.83,0.00778,,5697,0.92,0.95,-0.09,0.151,4.5,3.47,2.00328,544.456,13.476,11.816,13.3324,Terrestrial
Kepler-1394 b,1,1,3.93766373,0.0555,1.39,0.124,2.51,0.0079,M-R relationship,5.14,0,2023.01,1947,87.96,6.355,0.00453,,6481,2.55,1.64,0.06,0.811,3.84,1.91,0.25209,640.409,11.714,10.679,11.7144,Super Earth
Kepler-1395 b,1,1,3.78470649,0.0494,0.8,0.071,0.437,0.00137,M-R relationship,4.69,0,730.53,1311,89.88,9.37,0.00554,,6138,1.23,1.17,0.12,0.277,4.33,2.88,0.82958,492.894,12.632,11.29,12.536,Terrestrial
Kepler-1396 b,1,1,18.2206421,0.1406,2.07,0.185,4.94,0.0155,M-R relationship,3.06,0,71.82,786,89.74,27.39,0.01466,,6195,1.27,1.18,0.04,0.204,4.3,2.75,1.17086,1066.46,14.691,13.173,14.5271,Super Earth
Kepler-1397 b,1,1,47.449955,0.2602,1.72,0.153,3.61,0.0113,M-R relationship,3.9,0,58.1,551,89.97,34.194,0.01374,,6026,1.12,1.09,0,0.591,4.37,3.55,0.33592,1198.25,14.324,12.468,14.0909,Super Earth
Kepler-1398 b,1,2,2.78815679,0.0392,0.9,0.08,0.666,0.0021,M-R relationship,5.02,0,1249.49,1510,89.47,6.329,0.00719,,6126,1.18,1.13,0.01,0.312,4.34,3.09,0.6169,852.204,13.752,12.355,13.6605,Terrestrial
Kepler-1398 c,1,2,4.13827595,0.051,1.03,0.092,1.08,0.0034,M-R relationship,5.43,0,738.18,1324,86.45,6.07,0.00787,,6126,1.18,1.13,0.01,0.312,4.34,3.09,0.57705,852.204,13.752,12.355,13.6605,Super Earth
Kepler-1399 b,1,1,1.63865306,0.0276,1.25,0.112,2.1,0.0066,M-R relationship,5.91,0,1707.25,1610,86.56,6.5,0.01223,,5735,0.96,0.97,-0.03,0.01,4.47,4.37,1.59008,1385.7,15.572,13.929,15.5074,Super Earth
Kepler-140 b,1,2,3.25427,0.045,1.61,0.144,3.22,0.0101,M-R relationship,4.24,0,848.7,1301,87.84,8.408,0.01162,,6077,1.29,1.15,-0.039,0.251,4.27,0.88,0.93176,583.859,13.018,11.709,12.9412,Super Earth
Kepler-140 c,1,2,91.353282,0.414,1.8,0.161,3.89,0.0123,M-R relationship,3.67,0,9.96,428,89.99,81.21,0.01325,,6077,1.29,1.15,-0.039,0.251,4.27,0.88,0.95841,583.859,13.018,11.709,12.9412,Super Earth
Kepler-1400 b,1,1,9.06689421,0.0771,1.62,0.145,3.26,0.0102,M-R relationship,4.21,0,44.52,725,83.96,8.82,0.0189,,5044,0.78,0.83,0.04,-0.578,4.58,4.57,2.64871,752.237,16.067,13.768,15.7129,Super Earth
Kepler-1401 b,1,1,11.20066445,0.0975,1.68,0.15,3.46,0.0109,M-R relationship,4.01,0,100.91,808,81.71,22.816,0.01396,,5964,1.1,1.07,0.04,0.14,4.39,3.55,1.79107,1425.43,15.224,13.539,14.9721,Super Earth
Kepler-1402 b,1,1,2.03387914,0.0322,0.76,0.068,0.363,0.00114,M-R relationship,4.54,0,2491.12,1789,87.24,4.951,0.00832,,5416,0.87,0.9,0.03,0.448,4.53,4.57,0.38709,1493.64,14.78,12.862,14.6083,Terrestrial
Kepler-1404 b,1,1,15.9314739,0.1143,2.01,0.179,4.7,0.0148,M-R relationship,3.18,0,39,596,89.16,10.7,0.02339,,5261,0.8,0.84,-0.09,-0.37,4.56,4.57,3.95109,962.183,15.931,13.756,15.7029,Super Earth
Kepler-1406 b,1,1,11.62905828,0.0987,1.1,0.098,1.37,0.0043,M-R relationship,5.66,0,125.89,854,85.67,12.24,0.00888,,5892,1.12,1.05,0.04,0.135,4.36,5.01,3.52381,572.403,13.39,11.88,13.3819,Super Earth
Kepler-1408 b,1,1,2.99793191,0.0425,0.89,0.079,0.64,0.00201,M-R relationship,4.99,0,1982.27,1616,85.24,5.09,0.00621,,6170,1.35,1.21,0,0.579,4.25,2.57,0.28,535.048,12.124,10.694,11.9622,Terrestrial
Kepler-1409 b,1,1,0.76486493,0.0152,1.04,0.093,1.12,0.00352,M-R relationship,5.47,0,1552.13,1733,87.31,4.99,0.0117,,5160,0.79,0.83,-0.03,-0.422,4.57,4.79,3.436,694.89,15.391,13.248,15.172,Super Earth
Kepler-141 b,1,2,3.107675,0.039,0.69,0.062,0.257,0.00081,M-R relationship,4.3,0,228.66,968,84.53,7.8,0.00781,,4910,0.79,1,0.264,-0.446,4.57,12.39,1.81992,301.183,13.624,11.393,13.4205,Terrestrial
Kepler-141 c,1,2,7.010606,0.067,1.41,0.126,2.57,0.00809,M-R relationship,5.04,0,77.41,738,87.03,13.3,0.0179,,4910,0.79,1,0.264,-0.446,4.57,12.39,1.81992,301.183,13.624,11.393,13.4205,Super Earth
Kepler-1410 b,1,1,60.866168,0.2543,1.78,0.159,3.82,0.012,M-R relationship,3.72,0,1.06,290,89.75,108.315,0.02737,K,4092,0.6,0.63,0.01,-1.158,4.67,4.07,3.25,367,16.319,12.767,15.9484,Super Earth
Kepler-1412 b,1,1,3.6146051,0.0461,0.83,0.074,0.498,0.00157,M-R relationship,4.79,0,1087.78,1397,89.83,8.39,0.00623,,5880,1.27,1.06,0.04,0.383,4.25,6.31,0.3926,755.678,13.347,11.774,13.1928,Terrestrial
Kepler-1413 b,1,1,13.1829642,0.1066,1.82,0.162,3.97,0.0125,M-R relationship,3.62,0,42.83,661,89.97,28.6,0.02123,,5196,0.8,0.84,-0.05,-0.391,4.57,4.68,2.23278,1167.49,16.473,14.224,16.2846,Super Earth
Kepler-1414 b,1,1,3.51576315,0.0426,1.23,0.11,2.04,0.00642,M-R relationship,6.02,0,209.46,1033,89.82,19.69,0.01463,,4951,0.75,0.8,-0.02,-0.464,4.59,4.68,11.12801,570.835,14.989,12.734,14.8607,Super Earth
Kepler-1415 b,1,1,0.63642408,0.0144,1.29,0.115,2.21,0.00696,M-R relationship,5.66,0,2138.08,1846,86.33,4.981,0.01373,,5267,0.84,0.89,0.12,-0.297,4.54,4.17,5.77265,1043.56,15.937,13.951,15.7209,Super Earth
Kepler-1416 b,1,1,1.49514952,0.0257,0.88,0.079,0.615,0.00193,M-R relationship,4.96,0,2658.55,1870,42.38,3.743,0.00673,,6019,1.15,1.09,0.03,0.284,4.35,2.95,0.4439,949.59,14.369,12.537,14.226,Terrestrial
Kepler-1417 b,1,1,20.3505213,0.1431,1,0.089,0.972,0.00306,M-R relationship,5.34,0,114.33,695,89.48,21.33,0.00915,,5839,1.02,1.02,0.02,0.395,4.43,4.07,0.44314,991.845,14.038,12.339,13.8576,Terrestrial
Kepler-1418 b,1,1,22.4764425,0.131,1.66,0.148,3.39,0.0107,M-R relationship,4.07,0,7.29,419,89.8,50.18,0.02129,,4770,0.72,0.77,0,-0.616,4.61,3.63,3.48546,499,15.461,12.755,15.2813,Super Earth
Kepler-142 b,1,3,2.024152,0.032,1.99,0.178,4.62,0.0145,M-R relationship,3.22,0,1247.91,1597,84.56,4.88,0.01489,,5790,1.27,0.99,0.08,0.107,4.26,8.2,0.77079,548.686,13.277,11.762,13.197,Super Earth
Kepler-1420 b,1,1,6.69960006,0.0671,1.28,0.114,2.18,0.00687,M-R relationship,5.71,0,131.53,806,90,18.82,0.01519,,5187,0.79,0.82,-0.1,-0.232,4.57,4.9,2.60281,1054.37,15.894,13.76,15.8488,Super Earth
Kepler-1421 b,1,1,6.9131112,0.0762,0.93,0.083,0.749,0.00236,M-R relationship,5.12,0,649.15,1209,88.6,11.1,0.00568,,6335,1.42,1.25,0.05,0.599,4.23,2.75,0.36798,783.401,12.868,11.554,12.7261,Terrestrial
Kepler-1422 b,1,1,18.6051942,0.1499,2.02,0.18,4.74,0.0149,M-R relationship,3.16,0,156.9,833,89.75,21.03,0.01491,,6194,1.23,1.15,0,0.447,4.32,3.02,0.43843,2465.84,15.741,14.352,15.6194,Super Earth
Kepler-1423 b,1,1,23.955378,0.1586,1.06,0.095,1.2,0.00377,M-R relationship,5.54,0,71.16,741,89.12,58.18,0.01347,,4939,0.75,0.79,-0.02,-0.52,4.59,4.68,6.49067,449,14.721,12.405,14.5581,Super Earth
Kepler-1424 b,1,1,29.6091744,0.1861,1.16,0.103,1.65,0.00521,M-R relationship,5.81,0,37.12,629,82.54,7.57,0.01048,,5838,1.07,1.02,0.01,0.271,4.39,5.25,1.18792,661.421,13.756,12.104,13.5925,Super Earth
Kepler-1425 b,1,1,14.4541302,0.1038,0.94,0.084,0.779,0.00245,M-R relationship,5.15,0,216.41,676,87.74,10.12,0.0092,,5718,0.95,0.97,-0.03,0.398,4.47,4.07,0.21194,863.873,13.681,11.914,13.5629,Terrestrial
Kepler-1426 b,1,1,14.2563227,0.1187,1.56,0.139,3.05,0.00961,M-R relationship,4.41,0,95.22,797,85.33,8.9,0.01363,,5831,1.02,1.02,0.03,0.035,4.43,4.07,1.21534,1697.81,15.464,13.645,15.1663,Super Earth
Kepler-1427 b,1,1,0.96897238,0.0197,1.1,0.098,1.37,0.0043,M-R relationship,5.66,0,2730.51,1844,89.25,4.9539,0.0099,,5793,1.01,1.01,0.06,0.016,4.44,4.07,2.4494,1220,15.601,13.711,15.4816,Super Earth
Kepler-1428 b,1,1,10.67607169,0.1059,1.64,0.146,3.33,0.0105,M-R relationship,4.15,0,817.58,1049,88.6,17.81,0.01101,,6184,1.36,1.28,0.35,0.944,4.28,2.04,0.93831,1530.32,13.759,12.112,13.5234,Super Earth
Kepler-1429 b,1,1,4.48487493,0.055,1.29,0.115,2.21,0.00696,M-R relationship,5.66,0,551.16,1199,88.57,5,0.01054,,5902,1.07,1.05,0.04,0.138,4.4,4.17,1.63772,1214.09,15.053,13.404,14.8316,Super Earth
Kepler-1430 b,1,1,2.46050993,0.0304,1.18,0.105,1.76,0.00553,M-R relationship,5.89,0,208.54,969,89.71,9.68,0.01485,,4796,0.72,0.77,-0.03,-0.816,4.62,2.09,2.636,875.523,15.567,12.932,15.2824,Super Earth
Kepler-1431 b,1,1,5.86601526,0.0648,1.47,0.131,2.76,0.00869,M-R relationship,4.77,0,469.82,1064,86.8,6.1,0.01288,,5806,1.03,1.03,0.07,0.243,4.42,4.27,0.71412,1623.24,15.4,13.756,15.2711,Super Earth
Kepler-1433 b,1,1,4.13592271,0.0516,1.56,0.139,3.05,0.00961,M-R relationship,4.41,0,535.42,1226,89.27,13.27,0.01167,,6097,1.19,1.14,0.07,0.247,4.34,3.02,1.65579,1328,15.051,13.492,,Super Earth
Kepler-1434 b,1,1,8.05333618,0.0894,1.11,0.099,1.41,0.00444,M-R relationship,5.67,0,925.29,1320,89.82,11.36,0.00549,,6291,2.04,1.47,0.19,0.862,3.98,2.57,0.10881,775.529,12.198,10.819,12.0421,Super Earth
Kepler-1435 b,1,1,4.45343281,0.0546,0.86,0.077,0.566,0.00178,M-R relationship,4.89,0,893.89,1331,85.8,7.77,0.00644,,6356,1.32,1.21,-0.03,0.468,4.28,2.63,0.63089,704.211,12.984,11.729,12.8692,Terrestrial
Kepler-1436 b,1,1,9.705716,0.0907,1.31,0.117,2.27,0.00714,M-R relationship,5.55,0,772.08,1001,75.52,3.76,0.01104,,5972,1.09,1.06,-0.01,0.801,4.39,3.8,0.21434,2530.62,15.119,13.358,14.9099,Super Earth
Kepler-1437 b,1,1,10.9295461,0.0951,1.37,0.122,2.45,0.00771,M-R relationship,5.24,0,83.14,770,89.2,14.09,0.01383,,5557,0.9,0.93,-0.02,0.316,4.51,4.57,0.44297,2101.69,15.701,13.917,15.6607,Super Earth
Kepler-1438 b,1,1,2.31942009,0.0346,0.94,0.084,0.779,0.00245,M-R relationship,5.15,0,561.12,1490,87.59,10.16,0.00927,,5530,0.96,0.97,0.2,0.123,4.46,5.37,3.7238,1154.13,14.983,13.136,14.861,Terrestrial
Kepler-1439 b,1,1,8.07392849,0.0594,1.46,0.13,2.73,0.00859,M-R relationship,4.82,0,9.08,420,85.44,11.67,0.0314,,3578,0.43,0.46,-0.03,-1.544,4.83,4.07,6.98546,225.393,17.0484,12.744,16.0979,Super Earth
Kepler-144 b,1,2,5.885273,0.066,1.33,0.119,2.33,0.00733,M-R relationship,5.44,0,426.72,1253,88.06,23.53,0.00998,,6075,1.24,1.15,-0.185,0.282,4.29,0.94,0.78667,384.917,12.195,10.792,11.9438,Super Earth
Kepler-144 c,1,2,10.104665,0.094,1.35,0.12,2.39,0.00752,M-R relationship,5.34,0,207.25,1046,88.79,32.61,0.00992,,6075,1.24,1.15,-0.185,0.282,4.29,0.94,0.78667,384.917,12.195,10.792,11.9438,Super Earth
Kepler-1440 b,1,1,39.859484,0.2274,1.26,0.112,2.13,0.00669,M-R relationship,5.85,0,44.73,597,89.36,36.8,0.01187,,5698,0.96,0.98,0.04,0.377,4.46,4.47,0.35257,1115.35,14.24,12.561,14.1018,Super Earth
Kepler-1441 b,1,1,39.4419839,0.2346,1.31,0.117,2.27,0.00714,M-R relationship,5.55,0,33.05,682,89.39,41.86,0.01221,,5802,1,1,0.01,0.325,4.45,3.89,0.89182,1110.48,14.29,12.688,14.2567,Super Earth
Kepler-1443 b,1,1,2.41811321,0.0368,0.97,0.087,0.871,0.00274,M-R relationship,5.24,0,2809.16,1602,89.89,6.73,0.00651,,6289,1.27,1.19,0,0.561,4.3,2.63,0.45275,593.646,12.313,11.021,12.212,Terrestrial
